user_id,top_isbns
125039,"446310786,553347594,553582747,451208080,074322678X,8445071408,425163091,449005615,140067477,812575482"
125045,"1558531025,8445071408,316769487,786868716,8476409419,345402871,446310786,3404921038,609804618,449005615"
125053,"074322678X,840734530,812575482,345372700,60929790,316769487,425163091,425099148,2070423204,553347594"
125143,"446310786,671621009,553347594,8476409419,451410319,8445071777,60973129,8445071408,440225701,1558531025"
125153,"399135782,8445071408,8476409419,679865691,60973129,1900850303,1841721522,8401422825,847223973X,425163091"
125202,"446310786,786868716,553347594,140067477,671888587,345417623,440949424,679429220,1900850303,074322678X"
125203,"345372700,8445071408,1881320189,375500766,067976397X,8445071777,399135782,966986105,1879384493,786868716"
125217,"8445071408,380778556,446310786,553584383,553347594,042518630X,1879384493,449005615,966986105,374157065"
125222,"140067477,8445071408,374157065,446310786,345417623,449005615,316735736,8476409419,786868716,60976845"
125269,"446310786,8445071408,140067477,312252617,345372700,074322678X,3404921038,345402871,60973129,743249992"
125287,"8445071408,451410319,1558531025,2740230,847223973X,375509038,609804618,345402871,451406923,374157065"
125303,"399135782,380778556,553584383,452264464,553347594,8401422825,8445071408,446310786,1558531025,449005615"
125323,"786868716,8445071408,449005615,074322678X,553347594,1879384493,440225701,684823802,60168013,345417623"
125519,"449005615,375500766,786868716,812575482,8445071408,679429220,312252617,966986105,553347594,345372700"
125680,"553347594,446310786,316769487,385336772,375759778,1879384493,449005615,345417623,8445071408,140067477"
125692,"8445071408,345372700,316769487,1569871213,964778319,3404921038,140067477,452264464,1558531025,074322678X"
125736,"2740230,451410319,1569871213,345417623,3404921038,2005018,553584383,074322678X,60929790,140067477"
125774,"1879384493,847223973X,786868716,399135782,446310786,316769487,8445071408,074322678X,840734530,3404921038"
125798,"8445071408,399135782,847223973X,385336772,316769487,1558531025,553347594,609804618,553584383,441783589"
125808,"8445071408,8401422825,2740230,345417623,1900850303,8445071777,446310786,1569871213,8476409419,786868716"
125878,"446310786,1879384493,3404921038,2740230,374157065,60929790,2005018,966986105,609804618,679865691"
125889,"1569871213,399135782,689821166,374157065,812575482,385336772,446310786,8445071408,140067477,786868716"
125892,"8445071408,140067477,840734530,3404921038,8445071777,609804618,1569871213,316769487,964778319,074322678X"
125918,"446310786,8476409419,609804618,380778556,786868716,679865691,8401422825,316735736,140067477,1841721522"
126000,"786868716,609804618,399135782,966986105,038572179X,140067477,446310786,2740230,8445071777,8476409419"
126053,"451208080,446310786,8445071408,399135782,679429220,786868716,1558531025,847223973X,375500766,345417623"
126181,"446310786,553347594,8445071408,038572179X,1569871213,1853260053,609804618,60168013,60929790,1881320189"
126196,"1569871213,380778556,8445071408,446310786,425099148,345372700,316769487,671621009,8476409419,609804618"
126232,"1881320189,446310786,449005615,8445071408,553347594,441783589,786868716,8445071777,1569871213,8401422825"
126236,"385336772,8445071408,2740230,8445071777,1879384493,3404921038,375509038,1881320189,451208080,964778319"
126294,"2740230,1900850303,8445071408,380778556,399135782,451410319,449005615,964778319,316748641,679865691"
126296,"553347594,375500766,8476409419,8445071408,446310786,964778319,847223973X,966986105,8401422825,1879384493"
126377,"8445071408,374157065,786868716,847223973X,671621009,60929790,1558531025,60973129,316748641,1881320189"
126388,"140067477,786868716,374157065,8445071777,451166892,60976845,074322678X,316735736,452264464,449005615"
126395,"8401422825,8445071408,446310786,074322678X,8445071777,60168013,964778319,786868716,2740230,425163091"
126444,"8445071408,399135782,60914068,316769487,440225701,446310786,380778556,2005018,1881320189,316748641"
126492,"8445071777,1879384493,316735736,966986105,609804618,399135782,553347594,847223973X,8445071408,312252617"
126531,"140067477,2740230,60929790,446310786,399135782,553347594,8445071408,964778319,385336772,316769487"
126604,"446310786,374157065,316769487,847223973X,8445071408,671621009,399135782,380778556,786868716,60168013"
126644,"399135782,2740230,446310786,679429220,380778556,8445071777,553347594,553062042,074322678X,8476409419"
126693,"684823802,385336772,2005018,8401422825,140067477,074322678X,345372700,679865691,375509038,345465083"
126726,"446310786,140067477,316769487,425099148,8445071408,1841721522,60976845,8445071777,1900850303,1879384493"
126736,"375406328,60914068,451166892,374157065,8445071777,385336772,671867156,345402871,553584383,446310786"
126783,"8445071408,345417623,1841721522,2005018,140067477,380778556,399135782,1569871213,966986105,553584383"
126827,"8445071408,316769487,679429220,8445071777,60938412,60168013,1900850303,399135782,140067477,446310786"
126840,"8401422825,399135782,609804618,966986105,316769487,684823802,786868716,375410538,449005615,1881320189"
126851,"8445071408,1879384493,446310786,840734530,812575482,966986105,786868716,425163091,439095026,449005615"
126860,"449005615,1558531025,3404921038,1879384493,8445071408,374157065,786868716,446310786,2005018,439095026"
126866,"2740230,3404921038,316769487,140067477,345417623,8445071408,60168013,074322678X,385336772,1569871213"
126948,"399135782,316769487,345372700,8401422825,451166892,446310786,679429220,316748641,345465083,451410319"
126983,"8445071777,425099148,1841721522,609804618,441783589,345372700,847223973X,399135782,446310786,964778319"
127024,"446310786,316769487,60929790,074322678X,1881320189,316748641,8401422825,553347594,399135782,375500766"
127066,"553582747,3404921038,553584383,8401422825,1881320189,671867156,847223973X,385336772,451166892,786868716"
127084,"8445071777,345402871,8445071408,2005018,140067477,425163091,1569871213,425184226,689821166,399135782"
127121,"2740230,8445071408,60914068,399135782,1881320189,345465083,8476409419,380778556,345372700,074322678X"
127129,"2740230,074322678X,441783589,345372700,8401422825,679429220,847223973X,375509038,1879384493,8445071408"
127137,"8445071408,446310786,553347594,964778319,786868716,609804618,8445071777,1879384493,3404921038,60929790"
127168,"446310786,316769487,374157065,8445071408,345417623,312252617,1879384493,345372700,684823802,1881320189"
127200,"8401422825,446310786,399135782,812575482,140067477,671867156,8445071408,375509038,1558531025,074322678X"
127203,"345372700,679865691,074322678X,446310786,399135782,553347594,8445071408,1558531025,60976845,966986105"
127233,"8445071408,8401422825,1881320189,316769487,786868716,60168013,374157065,743249992,380715899,847223973X"
127317,"8445071408,446310786,786868716,679865691,1900850303,1879384493,1558531025,553347594,966986105,60929790"
127320,"446310786,1881320189,1879384493,385336772,609804618,312252617,60914068,553347594,966986105,449005615"
127321,"399135782,8445071777,345372700,425099148,385336772,553347594,812575482,689821166,038572179X,374157065"
127359,"1900850303,2740230,3404921038,380778556,316769487,440234743,399135782,1558531025,8401422825,385336772"
127382,"2005018,345372700,8445071408,1558531025,8401422825,679865691,446310786,140067477,316769487,60976845"
127417,"8445071408,449005615,60976845,399135782,380778556,374157065,553582747,451406923,140067477,679865691"
127429,"8445071408,689821166,425099148,385336772,8401422825,446310786,1881320189,684823802,609804618,312252617"
127481,"345372700,140067477,966986105,446310786,1881320189,553278398,553347594,038572179X,2740230,451208080"
127515,"140067477,316769487,553347594,786868716,345465083,316735736,399135782,1881320189,8445071408,446310786"
127521,"8445071408,316769487,553584383,312252617,446310786,399135782,374157065,316735736,679865691,964778319"
127619,"8445071408,074322678X,1879384493,385336772,609804618,966986105,679865691,345372700,449005615,684823802"
127621,"671621009,2005018,679429220,1558531025,8401422825,399135782,374157065,60929790,425099148,312252617"
127766,"8445071408,60929790,8476409419,042518630X,679429220,609804618,345372700,8445071777,452264464,553347594"
127824,"8445071408,316769487,964778319,446310786,61099325,375509038,074322678X,2740230,399135782,966986105"
127826,"345372700,074322678X,609804618,316769487,8445071777,2070423204,60929790,8445071408,399135782,140067477"
127914,"446310786,399135782,786868716,316769487,140067477,847223973X,60929790,966986105,553347594,8445071408"
127930,"8476409419,679865691,786868716,553347594,399135782,3404921038,439095026,8445071408,385336772,446310786"
127942,"964778319,60929790,786868716,60168013,042518630X,446310786,1841721522,847223973X,553347594,679429220"
128040,"074322678X,8445071408,1879384493,345372700,8476409419,671621009,316769487,679865691,679810307,2740230"
128085,"1879384493,847223973X,840734530,786868716,60976845,60929790,399135782,375500766,1881320189,60914068"
128096,"345372700,316769487,8445071408,966986105,446310786,380778556,847223973X,374157065,345417623,1569871213"
128122,"385336772,786868716,8445071408,1569871213,1900850303,8445071777,316769487,374157065,399135782,1879384493"
128139,"399135782,609804618,60929790,345372700,451166892,140067477,60976845,1900850303,8476409419,553347594"
128142,"446310786,966986105,8445071777,553347594,449005615,399135782,345372700,1558531025,2005018,074322678X"
128185,"553347594,689821166,609804618,316769487,399135782,60938412,840734530,60168013,8445071777,038078243X"
128208,"446310786,8401422825,399135782,2005018,61099325,375500766,8445071777,671621009,553584383,385336772"
128233,"609804618,345417623,8445071408,8401422825,449005615,60976845,451410319,553584383,345372700,2070423204"
128241,"399135782,609804618,1569871213,553582747,1558531025,140067477,8445071408,446310786,451166892,966986105"
128286,"1558531025,8445071408,2740230,374157065,449005615,446310786,385336772,8476409419,8445071777,786868716"
128325,"1558531025,399135782,553347594,312252617,316769487,689821166,8445071408,679429220,449005615,316748641"
128331,"8445071408,8476409419,8401422825,345417623,1881320189,345372700,140067477,842342702,689821166,609804618"
128332,"8445071408,1558531025,553583468,609804618,399135782,553582747,840734530,2005018,074322678X,446310786"
128341,"8445071408,441783589,786868716,345372700,449005615,8445071777,380715899,671621009,847223973X,446310786"
128354,"446310786,553347594,385336772,3404921038,966986105,1879384493,312252617,60929790,1841721522,1558531025"
128365,"380778556,446310786,140067477,399135782,374157065,609804618,847223973X,3404921038,1881320189,375500766"
128406,"8445071408,553347594,553278398,2005018,679865691,374157065,1881320189,1879384493,449005615,446310786"
128415,"1900850303,446310786,679865691,316973742,840734530,966986105,553347594,1881320189,312252617,671621009"
128447,"1569871213,689821166,316769487,8445071408,609804618,553582747,60914068,399135782,553278398,374157065"
128463,"316735736,60929790,60914068,3404921038,399135782,439095026,446310786,8445071408,553584383,553347594"
128504,"316769487,399135782,374157065,451406923,786868716,1569871213,609804618,446310786,553347594,345372700"
128541,"8476409419,446310786,385336772,786868716,195153448,8445071408,847223973X,316748641,966986105,553347594"
128622,"8445071408,1841721522,316748641,3404921038,441783589,451166892,399135782,316769487,1900850303,964778319"
128639,"553347594,842342702,446310786,2005018,1881320189,451208080,8445071408,60929790,964778319,374157065"
128690,"679865691,446310786,1900850303,380778556,074322678X,60976845,425184226,847223973X,966986105,553347594"
128696,"399135782,345417623,609804618,8445071408,316735736,964778319,3404921038,679865691,385336772,786868716"
128732,"399135782,8445071408,446310786,1881320189,375509038,074322678X,8401422825,2740230,553347594,60973129"
128742,"8401422825,8445071408,3404921038,446310786,399135782,8476409419,553582747,441783589,449005615,425163091"
128790,"446310786,316769487,553582747,074322678X,067176537X,1879384493,60973129,345402871,1569871213,8445071408"
128835,"8445071408,399135782,3404921038,345372700,2005018,425099148,140067477,451208080,1569871213,671867156"
128915,"8445071408,074322678X,345417623,446310786,609804618,8401422825,553347594,671621009,451406923,8445071777"
128951,"441783589,074322678X,452264464,399135782,316735736,380778556,2005018,446310786,312252617,1558531025"
128993,"446310786,966986105,1558531025,439095026,8476409419,8445071408,399135782,441783589,451410319,2005018"
129074,"8445071408,8476409419,8445071777,966986105,345372700,440234743,316769487,399135782,074322678X,345417623"
129084,"966986105,609804618,345372700,446310786,2740230,679429220,2005018,61099325,689821166,1558531025"
